CAAB ID	Scientific Name	Full authority	Common Name	Family	Genus	Specific epithet
37112002	Stomias boa	(Risso, 1810)	Boa Scaly Dragonfish	Stomiidae	Stomias	boa
37112003	Stomias longibarbatus	(Brauer, 1902)	Longbarb Scaly Dragonfish	Stomiidae	Stomias	longibarbatus
37112004	Photostomias tantillux	Kenaley, 2009	[a scaly dragonfish]	Stomiidae	Photostomias	tantillux
37112005	Photostomias liemi	Kenaley, 2009 	[a scaly dragonfish]	Stomiidae	Photostomias	liemi
37113001	Idiacanthus fasciola	Peters, 1877	Serpent Black Dragonfish	Idiacanthidae	Idiacanthus	fasciola
37113002	Idiacanthus atlanticus	Brauer, 1906	Common Black Dragonfish	Idiacanthidae	Idiacanthus	atlanticus
37114001	Rouleina squamilatera	(Alcock, 1898)	Sparkling Slickhead	Alepocephalidae	Rouleina	squamilatera
37114002	Xenodermichthys copei	(Gill, 1884)	Bluntsnout Slickhead	Alepocephalidae	Xenodermichthys	copei
37114003	Alepocephalus bicolor	Alcock, 1891	Bicolor Slickhead	Alepocephalidae	Alepocephalus	bicolor
37114004	Asquamiceps hjorti	(Koefoed, 1927)	Barethroat Slickhead	Alepocephalidae	Asquamiceps	hjorti
37114005	Conocara nigrum	(Günther, 1878)	Flathead Slickhead	Alepocephalidae	Conocara	nigrum
37114006	Herwigia kreffti	(Nielsen & Larsen, 1970)	Toothless Slickhead	Alepocephalidae	Herwigia	kreffti
37114007	Photostylus pycnopterus	Beebe, 1933	Starry Slickhead	Alepocephalidae	Photostylus	pycnopterus
37114008	Rouleina attrita	(Vaillant, 1888)	Softskin Slickhead	Alepocephalidae	Rouleina	attrita
37114009	Talismania antillarum	(Goode & Bean, 1896)	Antillean Slickhead	Alepocephalidae	Talismania	antillarum
37114012	Talismania longifilis	(Brauer, 1902)	Longtail Slickhead	Alepocephalidae	Talismania	longifilis
37114014	Alepocephalus australis	Barnard, 1923	Smallscale Slickhead	Alepocephalidae	Alepocephalus	australis
37114015	Mirognathus normani	(Parr, 1951)	Beaked Slickhead	Alepocephalidae	Mirognathus	normani
37114016	Narcetes lloydi	Fowler, 1934	Lloyd's Slickhead	Alepocephalidae	Narcetes	lloydi
37114017	Leptochilichthys microlepis	Machida & Shiogaki, 1988	Smallscale Smoothhead	Alepocephalidae	Leptochilichthys	microlepis
37114018	Bajacalifornia arcylepis	Markle & Krefft, 1985	Network Slickhead	Alepocephalidae	Bajacalifornia	arcylepis
37114019	Bajacalifornia calcarata	(Weber, 1913)	Brown Slickhead	Alepocephalidae	Bajacalifornia	calcarata
37114020	Bajacalifornia megalops	(Lütken, 1898)	Bigeye Slickhead	Alepocephalidae	Bajacalifornia	megalops
37114021	Bathyprion danae	Marshall, 1966	Fangtooth Slickhead	Alepocephalidae	Bathyprion	danae
37114023	Rouleina eucla	Whitley, 1940	Eucla Slickhead	Alepocephalidae	Rouleina	eucla
37114024	Rouleina guentheri	(Alcock, 1892)	Bordello Slickhead	Alepocephalidae	Rouleina	guentheri
37114025	Rouleina maderensis	Maul, 1948	Madeiran Slickhead	Alepocephalidae	Rouleina	maderensis
37114026	Narcetes stomias	(Gilbert, 1890)	Blackhead Slickhead	Alepocephalidae	Narcetes	stomias
37114027	Bathytroctes squamosus	Alcock, 1890	Deepscale Slickhead	Alepocephalidae	Bathytroctes	squamosus
37114028	Bathytroctes zugmayeri	Fowler, 1934	Zugmayer's Slickhead	Alepocephalidae	Bathytroctes	zugmayeri
37114029	Alepocephalus longiceps	Lloyd, 1909	Longfin Slickhead	Alepocephalidae	Alepocephalus	longiceps
37114030	Talismania mekistonema	Sulak, 1975	Threadfin Slickhead	Alepocephalidae	Talismania	mekistonema
37114031	Asquamiceps caeruleus	Markle, 1980	Blue Slickhead	Alepocephalidae	Asquamiceps	caeruleus
37114032	Einara macrolepis	(Koefoed, 1927)	Loosescale Slickhead	Alepocephalidae	Einara	macrolepis
37114033	Conocara kreffti	Sazonov, 1997	Wrinkled Slickhead	Alepocephalidae	Conocara	kreffti
37114034	Conocara microlepis	(Lloyd, 1909)	Elongate Slickhead	Alepocephalidae	Conocara	microlepis
37114035	Conocara murrayi	(Koefoed, 1927)	Murray's Slickhead	Alepocephalidae	Conocara	murrayi
37114037	Conocara paxtoni	Sazonov & Williams in Sazonov, Williams & Kobyliansky, 2009	[a slickhead]	Alepocephalidae	Conocara	paxtoni
37114038	Aulastomatomorpha phospherops	Alcock, 1890	Luminous Slickhead	Alepocephalidae	Aulastomatomorpha	phospherops
37114039	Leptoderma affinis	Alcock, 1899	Eel Slickhead	Alepocephalidae	Leptoderma	affinis
37114042	Alepocephalus owstoni	Tanaka, 1908	Owston's Slickhead	Alepocephalidae	Alepocephalus	owstoni
37114043	Alepocephalus longirostris	Okamura & Kawanishi, 1984	Longsnout Slickhead	Alepocephalidae	Alepocephalus	longirostris
37114044	Alepocephalus productus	Gill, 1883	Smalleye Slickhead	Alepocephalidae	Alepocephalus	productus
37114045	Alepocephalus triangularis	Okamura & Kawanishi, 1984	Triangulate Slickhead	Alepocephalidae	Alepocephalus	triangularis
37114046	Leptochilichthys pinguis	(Vaillant, 1886)	[a slickhead]	Alepocephalidae	Leptochilichthys	pinguis
37115001	Persparsia kopua	(Phillipps, 1942)	Spangled Tubeshoulder	Platytroctidae	Persparsia	kopua
37115002	Holtbyrnia laticauda	Sazonov, 1976	Tusked Tubeshoulder	Platytroctidae	Holtbyrnia	laticauda
37115003	Maulisia mauli	Parr, 1960	Maul's Tubeshoulder	Platytroctidae	Maulisia	mauli
37115004	Platytroctes apus	Günther, 1878	Legless Tubeshoulder	Platytroctidae	Platytroctes	apus
37115005	Maulisia acuticeps	Sazonov, 1976	Sharpsnout Tubeshoulder	Platytroctidae	Maulisia	acuticeps
37115006	Maulisia microlepis	Sazonov & Golovan, 1976	Smallscale Tubeshoulder	Platytroctidae	Maulisia	microlepis
37115007	Normichthys yahganorum	Lavenberg, 1965	[a tubeshoulder]	Platytroctidae	Normichthys	yahganorum
37117001	Aulopus purpurissatus	Richardson, 1843	Sergeant Baker	Aulopidae	Aulopus	purpurissatus
37117003	Hime curtirostris	(Thomson, 1967)	Shortsnout Threadsail	Aulopidae	Hime	curtirostris
37117005	Hime japonica	(Günther, 1877)	Japanese Threadsail	Aulopidae	Hime	japonica
37118001	Saurida undosquamis	(Richardson, 1848)	Largescale Saury	Synodontidae	Saurida	undosquamis
37118002	Trachinocephalus myops	(Forster, 1801)	Painted Grinner	Synodontidae	Trachinocephalus	myops
37118003	Synodus dermatogenys	Fowler, 1912	Banded Lizardfish	Synodontidae	Synodus	dermatogenys
37118004	Synodus sageneus	Waite, 1905	Fishnet Lizardfish	Synodontidae	Synodus	sageneus
37118005	Saurida argentea	Macleay, 1881	Shortfin Saury	Synodontidae	Saurida	argentea
37118006	Saurida filamentosa	Ogilby, 1910	Threadfin Saury	Synodontidae	Saurida	filamentosa
37118007	Synodus similis	McCulloch, 1921	Streaky Lizardfish	Synodontidae	Synodus	similis
37118008	Saurida elongata	(Temminck & Schlegel, 1846)	Slender Saury	Synodontidae	Saurida	elongata
37118009	Synodus indicus	(Day, 1873)	Indian Lizardfish	Synodontidae	Synodus	indicus
37118010	Synodus hoshinonis	Tanaka, 1917	Blackshoulder Lizardfish	Synodontidae	Synodus	hoshinonis
37118011	Synodus kaianus	(Günther, 1880)	Black Lizardfish	Synodontidae	Synodus	kaianus
37118012	Synodus macrops	Tanaka, 1917	Triplecross Lizardfish	Synodontidae	Synodus	macrops
37118013	Saurida gracilis	(Quoy & Gaimard, 1824)	Gracile Saury	Synodontidae	Saurida	gracilis
37118014	Saurida longimanus	Norman, 1939	Longfin Saury	Synodontidae	Saurida	longimanus
37118015	Synodus jaculum	Russell & Cressey, 1979	Tailspot Lizardfish	Synodontidae	Synodus	jaculum
37118016	Saurida grandisquamis	(Günther, 1864)	Grey Saury	Synodontidae	Saurida	grandisquamis
37118019	Bathysaurus ferox	Günther, 1878	Deepsea Lizardfish	Bathysauridae	Bathysaurus	ferox
37118021	Synodus binotatus	Schultz,1953, 1953	Twospot Lizardfish	Synodontidae	Synodus	binotatus
37118022	Synodus doaki	Russell & Cressey, 1979	Arrowtooth Lizardfish	Synodontidae	Synodus	doaki
37118023	Synodus variegatus	(Lacépède, 1803)	Variegated Lizardfish	Synodontidae	Synodus	variegatus
37118024	Synodus houlti	McCulloch, 1921	Hoult's Lizardfish	Synodontidae	Synodus	houlti
37118025	Synodus rubromarmoratus	Russell & Cressey, 1979	Redmarbled Lizardfish	Synodontidae	Synodus	rubromarmoratus
37118026	Synodus tectus	Cressey, 1981	Tectus Lizardfish	Synodontidae	Synodus	tectus
37118027	Saurida nebulosa	Valenciennes, 1849	Clouded Saury	Synodontidae	Saurida	nebulosa
37118028	Saurida tumbil	(Bloch, 1795)	Common Saury	Synodontidae	Saurida	tumbil
37118029	Saurida wanieso	Shindo & Yamada, 1972	Wanieso Saury	Synodontidae	Saurida	wanieso
37118030	Synodus oculeus	Cressey, 1981	Large-eye Lizardfish	Synodontidae	Synodus	oculeus
37119001	Harpadon translucens	Saville-Kent, 1889	Glassy Bombay Duck	Harpadontidae	Harpadon	translucens
37120001	Paraulopus nigripinnis	(Günther, 1878)	Blacktip Cucumberfish	Paraulopidae	Paraulopus	nigripinnis
37120002	Chlorophthalmus agassizi	Bonaparte, 1840	Shortnose Greeneye	Chlorophthalmidae	Chlorophthalmus	agassizi
37120003	Paraulopus longianalis	Sato, Gomon & Nakabo, 2010	yellow spotted cucumber fish	Paraulopidae	Paraulopus	longianalis
37120007	Bathysauroides gigas	(Kamohara, 1952)	Pale Deepsea Lizardfish	Bathysauroididae	Bathysauroides	gigas
37120008	Paraulopus melanostomus	Sato, Gomon & Nakabo, 2010	black adipose fin	Paraulopidae	Paraulopus	melanostomus
37120014	Paraulopus okamurai	Sato & Nakabo, 2002	Piedtip Cucumberfish	Paraulopidae	Paraulopus	okamurai
37120015	Paraulopus melanogrammus	Gomon & Sato, 2004	Blackline Cucumberfish	Paraulopidae	Paraulopus	melanogrammus
37120018	Bathysauropsis gracilis	(Günther, 1878)	Black Deepsea Lizardfish	Bathysauropsidae	Bathysauropsis	gracilis
37120019	Paraulopus balteatus	Gomon, 2010	[a greeneye]	Paraulopidae	Paraulopus	balteatus
37121001	Neoscopelus macrolepidotus	Johnson, 1863	Largescale Neoscopelid	Neoscopelidae	Neoscopelus	macrolepidotus
37121002	Neoscopelus microchir	Matsubara, 1943	Shortfin Neoscopelid	Neoscopelidae	Neoscopelus	microchir
37121003	Neoscopelus porosus	Arai, 1969	Spangleside Neoscopelid	Neoscopelidae	Neoscopelus	porosus
37122001	Diaphus danae	Tåning, 1932	Dana Lanternfish	Myctophidae	Diaphus	danae
37122002	Lampanyctodes hectoris	(Günther, 1876)	Hector's Lanternfish	Myctophidae	Lampanyctodes	hectoris
37122003	Myctophum phengodes	(Lütken, 1892)	Bright Lanternfish	Myctophidae	Myctophum	phengodes
37122004	Hygophum hygomii	(Lütken, 1892)	Hygom's Lanternfish	Myctophidae	Hygophum	hygomii
37122005	Scopelopsis multipunctatus	Brauer, 1906	Multispot Lanternfish	Myctophidae	Scopelopsis	multipunctatus
37122006	Diaphus coeruleus	(Klunzinger, 1871)	Blue Lanternfish	Myctophidae	Diaphus	coeruleus
37122007	Symbolophorus barnardi	(Tåning, 1932)	Barnard's Lanternfish	Myctophidae	Symbolophorus	barnardi
37122008	Diaphus perspicillatus	(Ogilby, 1898)	Flatface Lanternfish	Myctophidae	Diaphus	perspicillatus
37122009	Myctophum asperum	Richardson, 1845	Prickly Lanternfish	Myctophidae	Myctophum	asperum
37122012	Diaphus ostenfeldi	Tåning, 1932	Ostenfeld's Lanternfish	Myctophidae	Diaphus	ostenfeldi
37122013	Diaphus watasei	Jordan & Starks, 1904	Watase's Lanternfish	Myctophidae	Diaphus	watasei
37122014	Electrona subaspera	(Günther, 1864)	Rough Lanternfish	Myctophidae	Electrona	subaspera
37122015	Diaphus drachmanni	Tåning, 1932	Drachmann's Lanternfish	Myctophidae	Diaphus	drachmanni
37122016	Metelectrona ventralis	(Becker, 1963)	Flaccid Lanternfish	Myctophidae	Metelectrona	ventralis
37122017	Lampichthys procerus	(Brauer, 1904)	Blackhead Lanternfish	Myctophidae	Lampichthys	procerus
37122018	Gymnoscopelus piabilis	(Whitley, 1931)	Southern Blacktip Lanternfish	Myctophidae	Gymnoscopelus	piabilis
37122019	Lampanyctus australis	Tåning, 1932	Austral Lanternfish	Myctophidae	Lampanyctus	australis
37122020	Lampanyctus intricarius	Tåning, 1928	Intricate Lanternfish	Myctophidae	Lampanyctus	intricarius
37122021	Ceratoscopelus warmingii	(Lütken, 1892)	Warming's Lanternfish	Myctophidae	Ceratoscopelus	warmingii
37122022	Notoscopelus resplendens	(Richardson, 1845)	Patchwork Lanternfish	Myctophidae	Notoscopelus	resplendens
37122023	Hygophum proximum	Becker, 1965	Firefly Lanternfish	Myctophidae	Hygophum	proximum
37122024	Benthosema suborbitale	(Gilbert, 1913)	Dimple Lanternfish	Myctophidae	Benthosema	suborbitale
37122025	Bolinichthys longipes	(Brauer, 1906)	Popeye Lanternfish	Myctophidae	Bolinichthys	longipes
37122026	Bolinichthys nikolayi	Becker, 1978	Nikolay's Lanternfish	Myctophidae	Bolinichthys	nikolayi
37122027	Bolinichthys photothorax	(Parr, 1928)	Spurcheek Lanternfish	Myctophidae	Bolinichthys	photothorax
37122028	Bolinichthys supralateralis	(Parr, 1928)	Stubby Lanternfish	Myctophidae	Bolinichthys	supralateralis
37122029	Centrobranchus nigroocellatus	(Günther, 1873)	Roundnose Lanternfish	Myctophidae	Centrobranchus	nigroocellatus
37122030	Diaphus anderseni	Tåning, 1932	Andersen's Lanternfish	Myctophidae	Diaphus	anderseni
37122031	Diaphus bertelseni	Nafpaktitis, 1966	Bertelsen's Lanternfish	Myctophidae	Diaphus	bertelseni
37122032	Diaphus brachycephalus	Tåning, 1928	Shorthead Lanternfish	Myctophidae	Diaphus	brachycephalus
37122033	Diaphus effulgens	(Goode & Bean, 1896)	Headlight Lanternfish	Myctophidae	Diaphus	effulgens
37122034	Diaphus fragilis	Tåning, 1928	Fragile Lanternfish	Myctophidae	Diaphus	fragilis
37122035	Diaphus luetkeni	(Brauer, 1904)	Luetken's Lanternfish	Myctophidae	Diaphus	luetkeni
37122036	Diaphus meadi	Nafpaktitis, 1978	Mead's Lanternfish	Myctophidae	Diaphus	meadi
37122037	Diaphus metopoclampus	(Cocco, 1829)	Bluntnose Lanternfish	Myctophidae	Diaphus	metopoclampus
37122038	Diaphus mollis	Tåning, 1928	Soft Lanternfish	Myctophidae	Diaphus	mollis
37122039	Diaphus parri	Tåning, 1932	Parr's Lanternfish	Myctophidae	Diaphus	parri
37122040	Diaphus splendidus	(Brauer, 1904)	Horned Lanternfish	Myctophidae	Diaphus	splendidus
37122041	Diaphus termophilus	Tåning, 1928	Warmwater Lanternfish	Myctophidae	Diaphus	termophilus
37122042	Diogenichthys atlanticus	(Tåning, 1928)	Atlantic Lanternfish	Myctophidae	Diogenichthys	atlanticus
37122043	Electrona risso	(Cocco, 1829)	Risso's Lanternfish	Myctophidae	Electrona	risso
37122044	Gonichthys barnesi	Whitley, 1943	Barnes' Lanternfish	Myctophidae	Gonichthys	barnesi
37122045	Hygophum hanseni	(Tåning, 1932)	Hansen's Lanternfish	Myctophidae	Hygophum	hanseni
37122046	Hygophum reinhardtii	(Lütken, 1892)	Reinhardt's Lanternfish	Myctophidae	Hygophum	reinhardtii
37122047	Lampadena notialis	Nafpaktitis & Paxton, 1968	Notal Lanternfish	Myctophidae	Lampadena	notialis
37122048	Lampanyctus alatus	Goode & Bean, 1896	Winged Lanternfish	Myctophidae	Lampanyctus	alatus
37122049	Nannobrachium atrum	(Tåning, 1928)	Dusky Lanternfish	Myctophidae	Nannobrachium	atrum
37122050	Lampanyctus festivus	Tåning, 1928	Festive Lanternfish	Myctophidae	Lampanyctus	festivus
37122051	Lampanyctus lepidolychnus	Becker, 1967	Mermaid Lanternfish	Myctophidae	Lampanyctus	lepidolychnus
37122052	Lampanyctus pusillus	(Johnson, 1890)	Pygmy Lanternfish	Myctophidae	Lampanyctus	pusillus
37122053	Lobianchia dofleini	(Zugmayer, 1911)	Doflein's Lanternfish	Myctophidae	Lobianchia	dofleini
37122054	Lobianchia gemellarii	(Cocco, 1838)	Gemellar's Lanternfish	Myctophidae	Lobianchia	gemellarii
37122055	Myctophum brachygnathum	(Bleeker, 1856)	Shortjaw Lanternfish	Myctophidae	Myctophum	brachygnathum
37122056	Myctophum nitidulum	Garman, 1899	Pearly-spotted Lanternfish	Myctophidae	Myctophum	nitidulum
37122057	Myctophum orientale	(Gilbert, 1913)	Oriental Lanternfish	Myctophidae	Myctophum	orientale
37122058	Notolychnus valdiviae	(Brauer, 1904)	Topside Lanternfish	Myctophidae	Notolychnus	valdiviae
37122059	Symbolophorus evermanni	(Gilbert, 1905)	Evermann's Lanternfish	Myctophidae	Symbolophorus	evermanni
37122061	Diaphus hudsoni	Zurbrigg & Scott, 1976	Hudson's Lanternfish	Myctophidae	Diaphus	hudsoni
37122062	Lampadena speculigera	Goode & Bean, 1896	Mirror Lanternfish	Myctophidae	Lampadena	speculigera
37122063	Lampanyctus macdonaldi	(Goode & Bean, 1896)	MacDonald's Lanternfish	Myctophidae	Lampanyctus	macdonaldi
37122067	Protomyctophum normani	(Tåning, 1932)	Norman's Lanternfish	Myctophidae	Protomyctophum	normani
37122068	Protomyctophum subparallelum	(Tåning, 1932)	Subparallel Lanternfish	Myctophidae	Protomyctophum	subparallelum
37122069	Taaningichthys bathyphilus	(Tåning, 1928)	Deepwater Lanternfish	Myctophidae	Taaningichthys	bathyphilus
37122070	Notoscopelus caudispinosus	(Johnson, 1863)	Spinetail Lanternfish	Myctophidae	Notoscopelus	caudispinosus
37122071	Triphoturus nigrescens	(Brauer, 1904)	Vagabond Lanternfish	Myctophidae	Triphoturus	nigrescens
37122072	Diaphus diadematus	Tåning, 1932	Crown Lanternfish	Myctophidae	Diaphus	diadematus
37122073	Diaphus kapalae	Nafpaktitis, Robertson & Paxton, 1995	Kapala Lanternfish	Myctophidae	Diaphus	kapalae
37122074	Bolinichthys indicus	(Nafpaktitis & Nafpaktitis, 1969)	Smoothcheek Lanternfish	Myctophidae	Bolinichthys	indicus
37122075	Electrona paucirastra	Bolin, 1962	Belted Lanternfish	Myctophidae	Electrona	paucirastra
37122078	Benthosema fibulatum	(Gilbert & Cramer, 1897)	Spinycheek Lanternfish	Myctophidae	Benthosema	fibulatum
37122079	Benthosema pterotum	(Alcock, 1890)	Opaline Lanternfish	Myctophidae	Benthosema	pterotum
37122080	Bolinichthys pyrsobolus	(Alcock, 1890)	Fiery Lanternfish	Myctophidae	Bolinichthys	pyrsobolus
37122081	Centrobranchus andreae	(Lütken, 1892)	Andrea's Lanternfish	Myctophidae	Centrobranchus	andreae
37122082	Diaphus impostor	Nafpaktitis, Robertson & Paxton, 1995	Impostor Lanternfish	Myctophidae	Diaphus	impostor
37122083	Diaphus chrysorhynchus	Gilbert & Cramer, 1897	Goldnose Lanternfish	Myctophidae	Diaphus	chrysorhynchus
37122084	Diaphus garmani	Gilbert, 1906	Garman's Lanternfish	Myctophidae	Diaphus	garmani
37122085	Diaphus jenseni	Tåning, 1932	Jensen's Lanternfish	Myctophidae	Diaphus	jenseni
37122086	Diaphus lucidus	(Goode & Bean, 1896)	Spotlight Lanternfish	Myctophidae	Diaphus	lucidus
37122087	Diaphus malayanus	Weber, 1913	Malayan Lanternfish	Myctophidae	Diaphus	malayanus
37122088	Diaphus phillipsi	Fowler, 1934	Phillips' Lanternfish	Myctophidae	Diaphus	phillipsi
37122089	Diaphus problematicus	Parr, 1928	Problematic Lanternfish	Myctophidae	Diaphus	problematicus
37122090	Diaphus regani	Tåning, 1932	Regan's Lanternfish	Myctophidae	Diaphus	regani
37122091	Diaphus thiollierei	Fowler, 1934	Thiolliere's Lanternfish	Myctophidae	Diaphus	thiollierei
37122092	Hygophum macrochir	(Günther, 1864)	Largefin Lanternfish	Myctophidae	Hygophum	macrochir
37122093	Lampadena chavesi	Collett, 1905	Chaves' Lanternfish	Myctophidae	Lampadena	chavesi
37122094	Lampadena luminosa	(Garman, 1899)	Luminous Lanternfish	Myctophidae	Lampadena	luminosa
37122095	Lampadena urophaos	Paxton, 1963	Tail-light Lanternfish	Myctophidae	Lampadena	urophaos
37122096	Nannobrachium achirus	(Andriashev, 1962)	Cripplefin Lanternfish	Myctophidae	Nannobrachium	achirus
37122097	Lampanyctus nobilis	Tåning, 1928	Noble Lanternfish	Myctophidae	Lampanyctus	nobilis
37122098	Loweina rara	(Lütken, 1892)	Rare Lanternfish	Myctophidae	Loweina	rara
37122099	Myctophum obtusirostre	Tåning, 1928	Bluntsnout Lanternfish	Myctophidae	Myctophum	obtusirostre
37122100	Myctophum selenops	Tåning, 1928	Lunar Lanternfish	Myctophidae	Myctophum	selenops
37122101	Myctophum spinosum	(Steindachner, 1867)	Spiny Lanternfish	Myctophidae	Myctophum	spinosum
37122102	Protomyctophum parallelum	(Lönnberg, 1905)	Parallel Lanternfish	Myctophidae	Protomyctophum	parallelum
37122103	Symbolophorus boops	(Richardson, 1845)	Spotfin Lanternfish	Myctophidae	Symbolophorus	boops
37122104	Electrona carlsbergi	(Tåning, 1932)	Carlsberg's Lanternfish	Myctophidae	Electrona	carlsbergi
37122105	Gymnoscopelus hintonoides	Hulley, 1981	False-Midas Lanternfish	Myctophidae	Gymnoscopelus	hintonoides
37122106	Gymnoscopelus microlampas	Hulley, 1981	Minispotted Lanternfish	Myctophidae	Gymnoscopelus	microlampas
37122107	Metelectrona herwigi	Hulley, 1981	Herwig Lanternfish	Myctophidae	Metelectrona	herwigi
37122108	Bolinichthys distofax	Johnson, 1975	[a lanternfish]	Myctophidae	Bolinichthys	distofax
37123002	Bathypterois longifilis	Günther, 1878	Longray Spiderfish	Ipnopidae	Bathypterois	longifilis
37123003	Bathypterois longipes	Günther, 1878	Abyssal Spiderfish	Ipnopidae	Bathypterois	longipes
37123004	Ipnops agassizii	Garman, 1899	Grideye Spiderfish	Ipnopidae	Ipnops	agassizii
37123005	Bathypterois guentheri	Alcock, 1889	Tribute Spiderfish	Ipnopidae	Bathypterois	guentheri
37123006	Bathypterois ventralis	Garman, 1899	Ventrad Spiderfish	Ipnopidae	Bathypterois	ventralis
37123007	Bathypterois grallator	(Goode & Bean, 1886)	Tripod Spiderfish	Ipnopidae	Bathypterois	grallator
37123008	Bathytyphlops marionae	Mead, 1958	Marion's Spiderfish	Ipnopidae	Bathytyphlops	marionae
37125001	Scopelosaurus ahlstromi	Bertelsen, Krefft & Marshall, 1976	Ahlstrom's Waryfish	Notosudidae	Scopelosaurus	ahlstromi
37125002	Scopelosaurus meadi	Bertelsen, Krefft & Marshall, 1976	Blackring Waryfish	Notosudidae	Scopelosaurus	meadi
37125003	Luciosudis normani	Fraser-Brunner, 1931	Norman's Waryfish	Notosudidae	Luciosudis	normani
37125004	Scopelosaurus hamiltoni	(Waite, 1916)	Smallscale Waryfish	Notosudidae	Scopelosaurus	hamiltoni
37125005	Scopelosaurus hoedti	Bleeker, 1860	Hoedt's Waryfish	Notosudidae	Scopelosaurus	hoedti
37125006	Scopelosaurus mauli	Bertelsen, Krefft & Marshall, 1976	Maul's Waryfish	Notosudidae	Scopelosaurus	mauli
37126001	Macroparalepis macrogeneion	Post, 1973	Longfin Barracudina	Paralepididae	Macroparalepis	macrogeneion
37126002	Lestidium nudum	Gilbert, 1905	Naked Barracudina	Paralepididae	Lestidium	nudum
37126003	Lestidiops jayakari	(Boulenger, 1889)	Pacific Barracudina	Paralepididae	Lestidiops	jayakari
37126004	Magnisudis prionosa	(Rofen, 1963)	Duckbill Barracudina	Paralepididae	Magnisudis	prionosa
37126005	Arctozenus risso	(Bonaparte, 1840)	Ribbon Barracudina	Paralepididae	Arctozenus	risso
37126006	Lestidiops indopacifica	(Ege, 1953)	Indo-Pacific Barracudina	Paralepididae	Lestidiops	indopacifica
37126007	Lestidium atlanticum	Borodin, 1928	Atlantic Barracudina	Paralepididae	Lestidium	atlanticum
37126008	Lestrolepis japonica	(Tanaka, 1908)	Japanese Barracudina	Paralepididae	Lestrolepis	japonica
37126009	Stemonosudis elegans	(Ege, 1933)	Tailspot Barracudina	Paralepididae	Stemonosudis	elegans
37126010	Stemonosudis macrura	(Ege, 1933)	Sharpchin Barracudina	Paralepididae	Stemonosudis	macrura
37126011	Stemonosudis rothschildi	Richards, 1967	Rothschild's Barracudina	Paralepididae	Stemonosudis	rothschildi
