CAAB ID	Scientific Name	Full authority	Common Name	Family	Genus	Specific epithet
37428065	Bathygobius cocosensis	(Bleeker, 1854)	Cocos Frillgoby	Gobiidae	Bathygobius	cocosensis
37428066	Bathygobius cotticeps	(Steindachner, 1866)	Cheekscaled Frillgoby	Gobiidae	Bathygobius	cotticeps
37428067	Bathygobius cyclopterus	(Valenciennes, 1837)	Cyclops Frillgoby	Gobiidae	Bathygobius	cyclopterus
37428068	Bathygobius fuscus	(Rüppell, 1830)	Dusky Frillgoby	Gobiidae	Bathygobius	fuscus
37428069	Bathygobius krefftii	(Steindachner, 1866)	Krefft's Frillgoby	Gobiidae	Bathygobius	krefftii
37428070	Bathygobius laddi	(Fowler, 1931)	Ladd's Frillgoby	Gobiidae	Bathygobius	laddi
37428071	Bathygobius meggitti	(Hora & Mukerji, 1936)	Meggitt's Frillgoby	Gobiidae	Bathygobius	meggitti
37428072	Boleophthalmus birdsongi	Murdy, 1989	Birdsong's Mudskipper	Gobiidae	Boleophthalmus	birdsongi
37428073	Boleophthalmus caeruleomaculatus	McCulloch & Waite, 1918	Bluespotted Mudskipper	Gobiidae	Boleophthalmus	caeruleomaculatus
37428074	Caragobius rubristriatus	(Saville-Kent, 1889)	Red Eelgoby	Gobiidae	Caragobius	rubristriatus
37428075	Bryaninops amplus	Larson, 1985	Large Whipgoby	Gobiidae	Bryaninops	amplus
37428076	Bryaninops erythrops	(Jordan & Seale, 1906)	Fire-coral Goby	Gobiidae	Bryaninops	erythrops
37428077	Bryaninops isis	Larson, 1985	Isis Goby	Gobiidae	Bryaninops	isis
37428078	Bryaninops loki	Larson, 1985	Loki Whipgoby	Gobiidae	Bryaninops	loki
37428079	Bryaninops natans	Larson, 1985	Purple-eye Goby	Gobiidae	Bryaninops	natans
37428080	Bryaninops nexus	Larson, 1987	Upside-down Goby	Gobiidae	Bryaninops	nexus
37428081	Bryaninops ridens	Smith, 1959	Porites Goby	Gobiidae	Bryaninops	ridens
37428082	Bryaninops tigris	Larson, 1985	Antipatharia Goby	Gobiidae	Bryaninops	tigris
37428083	Bryaninops yongei	(Davis & Cohen, 1969)	Seawhip Goby	Gobiidae	Bryaninops	yongei
37428084	Cabillus lacertops	Smith, 1959	Lizard Cabillus	Gobiidae	Cabillus	lacertops
37428085	Cabillus tongarevae	(Fowler, 1927)	Tail-bar Cabillus	Gobiidae	Cabillus	tongarevae
37428086	Callogobius clitellus	McKinney & Lachner, 1978	Saddled Flaphead Goby	Gobiidae	Callogobius	clitellus
37428087	Callogobius depressus	(Ramsay & Ogilby, 1886)	Flathead Goby	Gobiidae	Callogobius	depressus
37428088	Callogobius hasseltii	(Bleeker, 1851)	Hasselt's Flaphead Goby	Gobiidae	Callogobius	hasseltii
37428089	Callogobius maculipinnis	(Fowler, 1918)	Ostrich Goby	Gobiidae	Callogobius	maculipinnis
37428090	Callogobius okinawae	(Snyder, 1908)	Tailspot Flaphead Goby	Gobiidae	Callogobius	okinawae
37428091	Callogobius sclateri	(Steindachner, 1879)	Tripleband Goby	Gobiidae	Callogobius	sclateri
37428093	Cryptocentroides gobioides	(Ogilby, 1886)	Crested Oystergoby	Gobiidae	Cryptocentroides	gobioides
37428094	Cryptocentroides insignis	(Seale, 1910)	Insignia Goby	Gobiidae	Cryptocentroides	insignis
37428095	Cryptocentrus bulbiceps	(Whitley, 1953)	Bluelined Shrimpgoby	Gobiidae	Cryptocentrus	bulbiceps
37428096	Cryptocentrus caeruleomaculatus	(Herre, 1933)	Bluespotted Shrimpgoby	Gobiidae	Cryptocentrus	caeruleomaculatus
37428097	Cryptocentrus cebuanus	Herre, 1927	Cebu Shrimpgoby	Gobiidae	Cryptocentrus	cebuanus
37428098	Cryptocentrus cinctus	(Herre, 1936)	Yellow Shrimpgoby	Gobiidae	Cryptocentrus	cinctus
37428099	Cryptocentrus fasciatus	(Playfair & Günther, 1867)	Y-bar Shrimpgoby	Gobiidae	Cryptocentrus	fasciatus
37428100	Cryptocentrus inexplicatus	(Herre, 1934)	Inexplicable Shrimpgoby	Gobiidae	Cryptocentrus	inexplicatus
37428101	Cryptocentrus insignitus	(Whitley, 1956)	Signal Goby	Gobiidae	Cryptocentrus	insignitus
37428102	Cryptocentrus leptocephalus	(Bleeker, 1876)	Pinkspot Shrimpgoby	Gobiidae	Cryptocentrus	leptocephalus
37428103	Cryptocentrus leucostictus	(Günther, 1871)	Saddled Shrimpgoby	Gobiidae	Cryptocentrus	leucostictus
37428104	Cryptocentrus maudae	Fowler, 1937	Maude's Shrimpgoby	Gobiidae	Cryptocentrus	maudae
37428105	Cryptocentrus strigilliceps	(Jordan & Seale, 1906)	Target Shrimpgoby	Gobiidae	Cryptocentrus	strigilliceps
37428106	Ctenogobiops aurocingulus	(Herre, 1935)	Goldstreaked Shrimpgoby	Gobiidae	Ctenogobiops	aurocingulus
37428107	Ctenogobiops crocineus	Smith, 1959	Silverspot Shrimpgoby	Gobiidae	Ctenogobiops	crocineus
37428108	Ctenogobiops feroculus	Lubbock & Polunin, 1977	Fierce Shrimpgoby	Gobiidae	Ctenogobiops	feroculus
37428109	Ctenogobiops pomastictus	Lubbock & Polunin, 1977	Goldspeckled Shrimpgoby	Gobiidae	Ctenogobiops	pomastictus
37428110	Ctenogobiops tangaroai	Lubbock & Polunin, 1977	Tangaroa Shrimpgoby	Gobiidae	Ctenogobiops	tangaroai
37428111	Discordipinna griessingeri	Hoese & Fourmanoir, 1978	Spikefin Goby	Gobiidae	Discordipinna	griessingeri
37428112	Drombus halei	Whitley, 1935	Hale's Drombus	Gobiidae	Drombus	halei
37428113	Drombus lepidothorax	Whitley, 1945	White-edge Drombus	Gobiidae	Drombus	lepidothorax
37428114	Eviota afelei	Jordan & Seale, 1906	Afele's Eviota	Gobiidae	Eviota	afelei
37428115	Eviota albolineata	Jewett & Lachner, 1983	Whitelined Eviota	Gobiidae	Eviota	albolineata
37428116	Eviota bifasciata	Lachner & Karnella, 1980	Twostripe Eviota	Gobiidae	Eviota	bifasciata
37428117	Eviota bimaculata	Lachner & Karnella, 1980	Twospot Eviota	Gobiidae	Eviota	bimaculata
37428118	Eviota cometa	Jewett & Lachner, 1983	Comet Eviota	Gobiidae	Eviota	cometa
37428119	Eviota distigma	Jordan & Seale, 1906	Distigma Eviota	Gobiidae	Eviota	distigma
37428120	Eviota fasciola	Karnella & Lachner, 1981	Barred Eviota	Gobiidae	Eviota	fasciola
37428121	Eviota herrei	Jordan & Seale, 1906	Herre's Eviota	Gobiidae	Eviota	herrei
37428122	Eviota infulata	(Smith, 1957)	Shouldermark Eviota	Gobiidae	Eviota	infulata
37428123	Eviota inutilis	Whitley, 1943	Chestspot Eviota	Gobiidae	Eviota	inutilis
37428124	Eviota melasma	Lachner & Karnella, 1980	Headspot Eviota	Gobiidae	Eviota	melasma
37428125	Eviota monostigma	Fourmanoir, 1971	Singlespot Eviota	Gobiidae	Eviota	monostigma
37428126	Eviota nebulosa	Smith, 1958	Palespot Eviota	Gobiidae	Eviota	nebulosa
37428127	Eviota nigriventris	Giltay, 1933	Red-and-black Eviota	Gobiidae	Eviota	nigriventris
37428128	Eviota pellucida	Larson, 1976	Neon Eviota	Gobiidae	Eviota	pellucida
37428129	Eviota prasina	(Klunzinger, 1871)	Rubble Eviota	Gobiidae	Eviota	prasina
37428130	Eviota prasites	Jordan & Seale, 1906	Hairfin Eviota	Gobiidae	Eviota	prasites
37428131	Eviota queenslandica	Whitley, 1932	Queensland Eviota	Gobiidae	Eviota	queenslandica
37428132	Eviota sebreei	Jordan & Seale, 1906	Striped Eviota	Gobiidae	Eviota	sebreei
37428133	Eviota sigillata	Jewett & Lachner, 1983	Sign Eviota	Gobiidae	Eviota	sigillata
37428134	Eviota sparsa	Jewett & Lachner, 1983	Sparse Eviota	Gobiidae	Eviota	sparsa
37428135	Eviota spilota	Lachner & Karnella, 1980	Shoulderspot Eviota	Gobiidae	Eviota	spilota
37428136	Eviota variola	Lachner & Karnella, 1980	Finspot Eviota	Gobiidae	Eviota	variola
37428137	Eviota zebrina	Lachner & Karnella, 1978	Zebra Eviota	Gobiidae	Eviota	zebrina
37428138	Eviota zonura	Jordan & Seale, 1906	Greenbanded Eviota	Gobiidae	Eviota	zonura
37428139	Exyrias belissimus	(Smith, 1959)	Mud-reef Goby	Gobiidae	Exyrias	belissimus
37428140	Exyrias puntang	(Bleeker, 1851)	Puntang Goby	Gobiidae	Exyrias	puntang
37428141	Favonigobius exquisitus	Whitley, 1950	Exquisite Sandgoby	Gobiidae	Favonigobius	exquisitus
37428142	Favonigobius punctatus	(Gill & Miller, 1990)	Yellowspotted Sandgoby	Gobiidae	Favonigobius	punctatus
37428143	Afurcagobius suppositus	(Sauvage, 1880)	Southwestern Goby	Gobiidae	Afurcagobius	suppositus
37428144	Feia nympha	Smith, 1959	Feia Goby	Gobiidae	Feia	nympha
37428145	Fusigobius duospilus	Hoese & Reader, 1985	Twospot Sandgoby	Gobiidae	Fusigobius	duospilus
37428146	Fusigobius neophytus	(Günther, 1877)	Neophyte Sandgoby	Gobiidae	Fusigobius	neophytus
37428147	Fusigobius signipinnis	Hoese & Obika, 1988	Flasher Sandgoby	Gobiidae	Fusigobius	signipinnis
37428149	Glossogobius bicirrhosus	(Weber, 1894)	Bearded Flathead Goby	Gobiidae	Glossogobius	bicirrhosus
37428151	Glossogobius giuris	(Hamilton, 1822)	Tank Goby	Gobiidae	Glossogobius	giuris
37428152	Gnatholepis anjerensis	(Bleeker, 1851)	Shoulderspot Sandgoby	Gobiidae	Gnatholepis	anjerensis
37428155	Gobiodon spilophthalmus	Fowler, 1944	Whitelined Coralgoby	Gobiidae	Gobiodon	spilophthalmus
37428156	Gobiodon axillaris	De Vis, 1884	Red-striped Coralgoby	Gobiidae	Gobiodon	axillaris
37428157	Gobiodon ceramensis	(Bleeker, 1852)	Ceram Coralgoby	Gobiidae	Gobiodon	ceramensis
37428158	Gobiodon citrinus	(Rüppell, 1838)	Lemon Coralgoby	Gobiidae	Gobiodon	citrinus
37428159	Gobiodon heterospilos	(Bleeker, 1856)	Peppered Coralgoby	Gobiidae	Gobiodon	heterospilos
37428160	Gobiodon histrio	(Valenciennes, 1837)	Maori Coralgoby	Gobiidae	Gobiodon	histrio
37428162	Gobiodon okinawae	Sawada, Arai & Abe, 1972	Yellow Coralgoby	Gobiidae	Gobiodon	okinawae
37428163	Gobiodon quinquestrigatus	(Valenciennes, 1837)	Fiveline Coralgoby	Gobiidae	Gobiodon	quinquestrigatus
37428164	Gobiodon rivulatus	(Rüppell, 1830)	Rippled Coralgoby	Gobiidae	Gobiodon	rivulatus
37428165	Gobiopsis angustifrons	Lachner & McKinney, 1978	Narrow Barbelgoby	Gobiidae	Gobiopsis	angustifrons
37428166	Gobiopsis aporia	Lachner & McKinney, 1978	Poreless Barbelgoby	Gobiidae	Gobiopsis	aporia
37428167	Gobiopsis macrostoma	Steindachner, 1861	Longjaw Goby	Gobiidae	Gobiopsis	macrostoma
37428168	Gobiopterus mindanensis	(Herre, 1944)	Mindanao Glassgoby	Gobiidae	Gobiopterus	mindanensis
37428169	Gobiopterus semivestitus	(Munro, 1949)	Glassgoby	Gobiidae	Gobiopterus	semivestitus
37428170	Hazeus elati	(Goren, 1984)	Eilat Sandgoby	Gobiidae	Hazeus	elati
37428171	Hemigobius hoevenii	(Bleeker, 1851)	Banded Mulletgoby	Gobiidae	Hemigobius	hoevenii
37428173	Istigobius decoratus	(Herre, 1927)	Decorated Sandgoby	Gobiidae	Istigobius	decoratus
37428174	Istigobius diadema	(Steindachner, 1877)	Spectacled Goby	Gobiidae	Istigobius	diadema
37428175	Istigobius goldmanni	(Bleeker, 1852)	Goldmann's Sandgoby	Gobiidae	Istigobius	goldmanni
37428176	Istigobius hoesei	Murdy & McEachran, 1982	Hoese's Sandgoby	Gobiidae	Istigobius	hoesei
37428177	Istigobius nigroocellatus	(Günther, 1873)	Blackspotted Sandgoby	Gobiidae	Istigobius	nigroocellatus
37428178	Istigobius ornatus	(Rüppell, 1830)	Ornate Sandgoby	Gobiidae	Istigobius	ornatus
37428179	Istigobius rigilius	(Herre, 1953)	Orangespotted Sandgoby	Gobiidae	Istigobius	rigilius
37428180	Istigobius spence	(Smith, 1947)	Reticulate Sandgoby	Gobiidae	Istigobius	spence
37428181	Lobulogobius morrigu	Larson, 1982	Eyebar Coralgoby	Gobiidae	Lobulogobius	morrigu
37428182	Lophogobius bleekeri	Popta, 1922	Dark Mangrovegoby	Gobiidae	Lophogobius	bleekeri
37428183	Lotilia klausewitzi	Shibukawa, Suzuki & Senou, 2012	Whitecap Shrimpgoby	Gobiidae	Lotilia	klausewitzi
37428184	Lubricogobius ornatus	Fourmanoir, 1966	Ornate Slippery Goby	Gobiidae	Lubricogobius	ornatus
37428185	Larsonella pumilus	(Larson & Hoese, 1980)	Dwarf Slippery Goby	Gobiidae	Larsonella	pumilus
37428186	Luposicya lupus	Smith, 1959	Cup-sponge Goby	Gobiidae	Luposicya	lupus
37428187	Macrodontogobius wilburi	Herre, 1936	Wilbur's Goby	Gobiidae	Macrodontogobius	wilburi
37428188	Mahidolia mystacina	(Valenciennes, 1837)	Smiling Goby	Gobiidae	Mahidolia	mystacina
37428189	Mugilogobius notospilus	(Günther, 1877)	Freshwater Mangrovegoby	Gobiidae	Mugilogobius	notospilus
37428190	Mugilogobius platynotus	(Günther, 1861)	Flatback Mangrovegoby	Gobiidae	Mugilogobius	platynotus
37428191	Mugilogobius platystomus	(Günther, 1872)	Island Mangrovegoby	Gobiidae	Mugilogobius	platystomus
37428192	Mugilogobius stigmaticus	(De Vis, 1884)	Blackspot Mangrovegoby	Gobiidae	Mugilogobius	stigmaticus
37428193	Eugnathogobius mindora	(Herre, 1945)	Stripe-face Calamiana	Gobiidae	Eugnathogobius	mindora
37428194	Myersina nigrivirgata	Akihito & Meguro, 1983	Blackline Shrimpgoby	Gobiidae	Myersina	nigrivirgata
37428195	Nesogobius maccullochi	Hoese & Larson, 2006	girdled goby	Gobiidae	Nesogobius	maccullochi
37428196	Nesogobius greeni	Hoese & Larson, 2006	twin-barred goby	Gobiidae	Nesogobius	greeni
37428202	Opua diacanthus	(Schultz, 1943)	Twospine Sandgoby	Gobiidae	Opua	diacanthus
37428203	Oplopomus caninoides	(Bleeker, 1852)	Shy Lagoongoby	Gobiidae	Oplopomus	caninoides
37428204	Oplopomus oplopomus	(Valenciennes, 1837)	Pretty Lagoongoby	Gobiidae	Oplopomus	oplopomus
37428205	Oxuderces wirzi	(Koumans, 1938)	Peacock Mudskipper	Gobiidae	Oxuderces	wirzi
37428206	Oxyurichthys cornutus	(McCulloch & Waite, 1918)	Horned Tentacle Goby	Gobiidae	Oxyurichthys	cornutus
37428207	Oxyurichthys microlepis	(Bleeker, 1849)	Maned Tentacle Goby	Gobiidae	Oxyurichthys	microlepis
37428208	Oxyurichthys auchenolepis	Bleeker, 1876	Scaly-nape Tentacle Goby	Gobiidae	Oxyurichthys	auchenolepis
37428210	Pandaka lidwilli	(McCulloch, 1917)	Lidwill's Dwarfgoby	Gobiidae	Pandaka	lidwilli
37428211	Parachaeturichthys polynema	(Bleeker, 1853)	Taileye Goby	Gobiidae	Parachaeturichthys	polynema
37428212	Paragobiodon echinocephalus	(Rüppell, 1830)	Redhead Stylophora Goby	Gobiidae	Paragobiodon	echinocephalus
37428213	Paragobiodon lacunicolus	(Kendall & Goldsborough, 1911)	Blackfin Coralgoby	Gobiidae	Paragobiodon	lacunicolus
37428214	Paragobiodon melanosoma	(Bleeker, 1852)	Black Coralgoby	Gobiidae	Paragobiodon	melanosoma
37428215	Paragobiodon modestus	(Regan, 1908)	Redhead Pocillopora Goby	Gobiidae	Paragobiodon	modestus
37428216	Paragobiodon xanthosoma	(Bleeker, 1852)	Emerald Coralgoby	Gobiidae	Paragobiodon	xanthosoma
37428217	Parkraemeria ornata	Whitley, 1951	Ornate Sand-diving Goby	Gobiidae	Parkraemeria	ornata
37428219	Periophthalmus argentilineatus	Valenciennes, 1837	Silverlined Mudskipper	Gobiidae	Periophthalmus	argentilineatus
37428220	Periophthalmus gracilis	Eggert, 1935	Slender Mudskipper	Gobiidae	Periophthalmus	gracilis
37428221	Periophthalmus minutus	Eggert, 1935	Minute Mudskipper	Gobiidae	Periophthalmus	minutus
37428222	Periophthalmus novaeguineaensis	Eggert, 1935	New Guinea Mudskipper	Gobiidae	Periophthalmus	novaeguineaensis
37428224	Phyllogobius platycephalops	(Smith, 1964)	Flathead Spongegoby	Gobiidae	Phyllogobius	platycephalops
37428225	Pleurosicya annandalei	Hornell & Fowler, 1922	Solenocaulon Ghostgoby	Gobiidae	Pleurosicya	annandalei
37428226	Pleurosicya bilobatus	(Koumans, 1941)	Seagrass Ghostgoby	Gobiidae	Pleurosicya	bilobatus
37428227	Pleurosicya coerulea	Larson, 1990	Bluecoral Ghostgoby	Gobiidae	Pleurosicya	coerulea
37428228	Pleurosicya elongata	Larson, 1990	Slender Spongegoby	Gobiidae	Pleurosicya	elongata
37428229	Pleurosicya fringilla	Larson, 1990	Staghorn Thicketgoby	Gobiidae	Pleurosicya	fringilla
37428230	Pleurosicya labiata	(Weber, 1913)	Barrel-sponge Goby	Gobiidae	Pleurosicya	labiata
37428231	Pleurosicya mossambica	Smith, 1959	Many-host Ghostgoby	Gobiidae	Pleurosicya	mossambica
37428232	Pleurosicya muscarum	(Jordan & Seale, 1906)	Sinularia Ghostgoby	Gobiidae	Pleurosicya	muscarum
37428233	Pleurosicya plicata	Larson, 1990	Lobed Ghostgoby	Gobiidae	Pleurosicya	plicata
37428234	Pleurosicya prognatha	Goren, 1984	Beaky Acropora Goby	Gobiidae	Pleurosicya	prognatha
37428236	Priolepis cincta	(Regan, 1908)	Girdled Reefgoby	Gobiidae	Priolepis	cincta
37428237	Priolepis compita	Winterbottom, 1985	Crossroads Reefgoby	Gobiidae	Priolepis	compita
37428238	Priolepis inhaca	(Smith, 1949)	Network Reefgoby	Gobiidae	Priolepis	inhaca
37428239	Priolepis profunda	(Weber, 1909)	Orange Convict Reefgoby	Gobiidae	Priolepis	profunda
37428240	Pseudogobius poicilosoma	(Bleeker, 1849)	Northern Fatnose Goby	Gobiidae	Pseudogobius	poicilosoma
37428242	Psilogobius prolatus	Watson & Lachner, 1985	Orangespotted Shrimpgoby	Gobiidae	Psilogobius	prolatus
37428243	Redigobius balteatus	(Herre, 1935)	Rhinohorn Goby	Gobiidae	Redigobius	balteatus
37428244	Redigobius bikolanus	(Herre, 1927)	Speckled Goby	Gobiidae	Redigobius	bikolanus
37428245	Redigobius chrysosoma	(Bleeker, 1875)	Spotfin Goby	Gobiidae	Redigobius	chrysosoma
37428246	Redigobius macrostoma	(Günther, 1861)	Largemouth Goby	Gobiidae	Redigobius	macrostoma
37428247	Scartelaos histophorus	(Valenciennes, 1837)	Bearded Mudskipper	Gobiidae	Scartelaos	histophorus
37428249	Signigobius biocellatus	Hoese & Allen, 1977	Crab-eye Goby	Gobiidae	Signigobius	biocellatus
37428250	Silhouettea evanida	Larson & Miller, 1986	Vanishing Silhouette Goby	Gobiidae	Silhouettea	evanida
37428251	Silhouettea hoesei	Larson & Miller, 1986	Hoese's Silhouette Goby	Gobiidae	Silhouettea	hoesei
37428252	Silhouettea insinuans	Smith, 1959	Phantom Silhouette Goby	Gobiidae	Silhouettea	insinuans
37428253	Stonogobiops xanthorhinica	Hoese & Randall, 1982	Yellowface Shrimpgoby	Gobiidae	Stonogobiops	xanthorhinica
37428254	Sueviota atrinasa	Winterbottom & Hoese, 1988	Blacknose Sueviota	Gobiidae	Sueviota	atrinasa
37428255	Sueviota lachneri	Winterbottom & Hoese, 1988	Ernie's Sueviota	Gobiidae	Sueviota	lachneri
37428256	Sueviota larsonae	Winterbottom & Hoese, 1988	Larson's Sueviota	Gobiidae	Sueviota	larsonae
37428257	Taenioides cirratus	(Blyth, 1860)	Bearded Wormgoby	Gobiidae	Taenioides	cirratus
37428258	Taenioides limicola	Smith, 1964	Bearded Eelgoby	Gobiidae	Taenioides	limicola
37428259	Taenioides mordax	(De Vis, 1883)	Eastern Eelgoby	Gobiidae	Taenioides	mordax
37428260	Taenioides purpurascens	(De Vis, 1884)	Purple Eelgoby	Gobiidae	Taenioides	purpurascens
37428261	Tasmanogobius gloveri	Hoese, 1991	Glover's Tasmangoby	Gobiidae	Tasmanogobius	gloveri
37428262	Tasmanogobius lasti	Hoese, 1991	Scary's Tasmangoby	Gobiidae	Tasmanogobius	lasti
37428263	Tomiyamichthys latruncularia	(Klausewitz, 1974)	Fan Shrimpgoby	Gobiidae	Tomiyamichthys	latruncularia
37428265	Trimma emeryi	Winterbottom, 1985	Emery's Pygmygoby	Gobiidae	Trimma	emeryi
37428266	Trimma hoesei	Winterbottom, 1984	Forktail Pygmygoby	Gobiidae	Trimma	hoesei
37428267	Trimma unisquamis	(Gosline, 1959)	Blackmargin Pygmygoby	Gobiidae	Trimma	unisquamis
37428268	Trimma macrophthalma	(Tomiyama, 1936)	Large-eye Pygmygoby	Gobiidae	Trimma	macrophthalma
37428269	Trimma necopina	(Whitley, 1959)	Australian Pygmygoby	Gobiidae	Trimma	necopina
37428270	Trimma okinawae	(Aoyagi, 1949)	Orange-red Pygmygoby	Gobiidae	Trimma	okinawae
37428271	Trimma striata	(Herre, 1945)	Redlined Pygmygoby	Gobiidae	Trimma	striata
37428272	Trimma taylori	Lobel, 1979	Yellow Cavegoby	Gobiidae	Trimma	taylori
37428273	Trimma tevegae	Cohen & Davis, 1969	Bluestripe Pygmygoby	Gobiidae	Trimma	tevegae
37428274	Trimmatom eviotops	Schultz, 1943	Redbarred Atomgoby	Gobiidae	Trimmatom	eviotops
37428275	Trimmatom macropodus	Winterbottom, 1989	Bigfoot Atomgoby	Gobiidae	Trimmatom	macropodus
37428276	Trimmatom nanus	Winterbottom & Emery, 1981	Dwarf Atomgoby	Gobiidae	Trimmatom	nanus
37428277	Trimmatom zapotes	Winterbottom, 1989	Hard-drinking Atomgoby	Gobiidae	Trimmatom	zapotes
37428278	Paratrypauchen microcephalus	(Bleeker, 1860)	Comb Goby	Gobiidae	Paratrypauchen	microcephalus
37428280	Valenciennea helsdingenii	(Bleeker, 1858)	Blacklined Glidergoby	Gobiidae	Valenciennea	helsdingenii
37428281	Valenciennea immaculata	(Ni, 1981)	Immaculate Glidergoby	Gobiidae	Valenciennea	immaculata
37428282	Valenciennea longipinnis	(Lay & Bennett, 1839)	Ocellate Glidergoby	Gobiidae	Valenciennea	longipinnis
37428283	Valenciennea muralis	(Valenciennes, 1837)	Mural Glidergoby	Gobiidae	Valenciennea	muralis
37428284	Valenciennea puellaris	(Tomiyama, 1956)	Orangespotted Glidergoby	Gobiidae	Valenciennea	puellaris
37428285	Valenciennea sexguttata	(Valenciennes, 1837)	Sixspot Glidergoby	Gobiidae	Valenciennea	sexguttata
37428286	Valenciennea strigata	(Broussonet, 1782)	Blueband Glidergoby	Gobiidae	Valenciennea	strigata
37428287	Valenciennea wardii	(Playfair, 1867)	Broadbarred Glidergoby	Gobiidae	Valenciennea	wardii
37428288	Vanderhorstia ambanoro	(Fourmanoir, 1957)	Twinspot Shrimpgoby	Gobiidae	Vanderhorstia	ambanoro
37428289	Vanderhorstia lanceolata	Yanagisawa, 1978	Lanceolate Shrimpgoby	Gobiidae	Vanderhorstia	lanceolata
37428290	Vanderhorstia mertensi	(Klausewitz, 1974)	Slender Shrimpgoby	Gobiidae	Vanderhorstia	mertensi
37428291	Vanderhorstia ornatissima	Smith, 1959	Ornate Shrimpgoby	Gobiidae	Vanderhorstia	ornatissima
37428292	Yoga pyrops	(Whitley, 1954)	Fire-eye Goby	Gobiidae	Yoga	pyrops
37428296	Priolepis fallacincta	Winterbottom & Birridge, 1992	False-girdled Reefgoby	Gobiidae	Priolepis	fallacincta
37428297	Priolepis akihitoi	Hoese & Larson, 2010	[a goby]	Gobiidae	Priolepis	akihitoi
37428305	Chlamydogobius ranunculus	Larson, 1995	Tadpole Goby	Gobiidae	Chlamydogobius	ranunculus
37428308	Eviota lachdeberei	Giltay, 1933	Redlight Eviota	Gobiidae	Eviota	lachdeberei
37428310	Eviota punctulata	Jewett & Lachner, 1983	Finespot Eviota	Gobiidae	Eviota	punctulata
37428312	Eviota storthynx	(Rofen, 1959)	Rosy Eviota	Gobiidae	Eviota	storthynx
37428317	Gobiopsis arenaria	(Snyder, 1908)	Patchwork Goby	Gobiidae	Gobiopsis	arenaria
37428325	Valenciennea alleni	Hoese & Larson, 1994	Allen's Glidergoby	Gobiidae	Valenciennea	alleni
37428326	Valenciennea decora	Hoese & Larson, 1994	Decorated Glidergoby	Gobiidae	Valenciennea	decora
37428327	Valenciennea parva	Hoese & Larson, 1994	Little Glidergoby	Gobiidae	Valenciennea	parva
37428328	Valenciennea randalli	Hoese & Larson, 1994	Greenband Glidergoby	Gobiidae	Valenciennea	randalli
37428329	Favonigobius lentiginosus	(Richardson, 1844)	Eastern Longfin Goby	Gobiidae	Favonigobius	lentiginosus
37428330	Egglestonichthys bombylios	Larson & Hoese, 1997	Egglestone's Bumblebee Goby	Gobiidae	Egglestonichthys	bombylios
37428331	Trimma benjamini	Winterbottom, 1996	Ringeye Pygmygoby	Gobiidae	Trimma	benjamini
37428332	Echinogobius hayashii	Iwata, Hosoya & Nimura, 1998	Cheekstreak Goby	Gobiidae	Echinogobius	hayashii
37428333	Gobiodon brochus	Harold & Winterbottom, 1999	Rasp Coralgoby	Gobiidae	Gobiodon	brochus
37428334	Stonogobiops larsonae	(Allen, 1999)	Larson's Shrimpgoby	Gobiidae	Stonogobiops	larsonae
37428336	Trimma anaima	Winterbottom, 2000	Sharpeye Pygmygoby	Gobiidae	Trimma	anaima
37428337	Paedogobius kimurai	Iwata, Hosoya & Larson, 2001	Babyface Goby	Gobiidae	Paedogobius	kimurai
37428338	Fusigobius gracilis	(Randall, 2001)	Slender Sandgoby	Gobiidae	Fusigobius	gracilis
37428339	Fusigobius humeralis	(Randall, 2001)	Sidespot Sandgoby	Gobiidae	Fusigobius	humeralis
37428340	Fusigobius inframaculatus	(Randall, 1994)	Innerspot Sandgoby	Gobiidae	Fusigobius	inframaculatus
37428341	Myersina macrostoma	Herre, 1934	Flagfin Goby	Gobiidae	Myersina	macrostoma
37428343	Gnatholepis gymnocara	Randall & Greenfield, 2001	Nakedcheek Sandgoby	Gobiidae	Gnatholepis	gymnocara
37428344	Gnatholepis argus	Larson & Buckle, 2005	[a goby]	Gobiidae	Gnatholepis	argus
37428345	Trimma milta	Winterbottom, 2002	Moorea Pygmygoby	Gobiidae	Trimma	milta
37428346	Trimma stobbsi	Winterbottom, 2001	Stobbs' Pygmygoby	Gobiidae	Trimma	stobbsi
37428347	Trimmatom pharus	Winterbottom, 2001	Lighthouse Atomgoby	Gobiidae	Trimmatom	pharus
37428348	Eugnathogobius polylepis	(Wu & Ni, 1985)	[a goby]	Gobiidae	Eugnathogobius	polylepis
37428350	Mugilogobius filifer	Larson, 2001	Threadfin Mangrovegoby	Gobiidae	Mugilogobius	filifer
37428351	Mugilogobius littoralis	Larson, 2001	Beachrock Mangrovegoby	Gobiidae	Mugilogobius	littoralis
37428352	Mugilogobius mertoni	(Weber, 1911)	Chequered Mangrovegoby	Gobiidae	Mugilogobius	mertoni
37428353	Mugilogobius rivulus	Larson, 2001	Drain Mangrovegoby	Gobiidae	Mugilogobius	rivulus
37428354	Mugilogobius wilsoni	Larson, 2001	Wilson's Mangrovegoby	Gobiidae	Mugilogobius	wilsoni
37428355	Minysicya caudimaculata	Larson, 2002	Blackspot Minigoby	Gobiidae	Minysicya	caudimaculata
37428357	Periophthalmus weberi	Eggert, 1935	Weber's Mudskipper	Gobiidae	Periophthalmus	weberi
